stop_id,stop_name,stop_lat,stop_lon
5122,Via De Lai - De Lai Str.,46.499357,11.359505
5124,Via Perathoner - Perathoner Str.,46.497037,11.355883
5125,Via Perathoner - Perathoner Str.,46.496976,11.356047
5126,Pie' di Virgolo - Untervirgl,46.492976,11.352427
5127,Pie' di Virgolo - Untervirgl,46.492481,11.351463
5128,Via Trento - Trienterstr.,46.490039,11.347144
5129,Via Trento - Trienterstr.,46.489947,11.347097
513,Chiesa - Kirche,46.590525,11.145444
5130,Piazza Nikoletti - Nikoletti Platz,46.485870,11.345147
5131,Piazza Nikoletti - Nikoletti Platz,46.485928,11.345094
5132,Via del Parco - Parkstr.,46.487563,11.346084
5133,Via del Parco - Parkstr.,46.487267,11.345794
5134,Via S. Geltrude - St. Gertraud Weg,46.487356,11.347722
5135,Via S. Geltrude - St. Gertraud Weg,46.487526,11.347546
5136,Via S. Vigilio - St. Vigilstr.,46.486252,11.348535
5137,Scuola Gianni Rodari - Gianni Rodari Sch,46.483901,11.347241
5138,Via C. Weinegg bassa - Untere Weinegg St,46.482254,11.347303
5139,Bivio Castel Flavon - Abzw. Haselburg,46.482182,11.349353
514,Casa della Cultura - Vereinshaus,46.589383,11.147117
5140,Via C. Weinegg alta - Obere Weinegg Str.,46.481368,11.346239
5141,Via C. Weinegg rotatoria - Weinegg Str.,46.480502,11.343717
5142,Scuola Enrico Fermi - Enrico Fermi Schul,46.486449,11.349650
5143,Piazza Adriano - Hadrianplatz,46.495196,11.338439
5144,Piazza Adriano - Hadrianplatz,46.495063,11.338687
5145,Via Amalfi - Amalfi Str.,46.495118,11.331493
5146,Via Amalfi - Amalfi Str.,46.495066,11.331580
5147,Via Sorrento - Sorrento Str.,46.494998,11.329259
5148,Via Sorrento - Sorrento Str.,46.494854,11.327722
5149,Via Positano - Positano Str.,46.494720,11.324239
515,- Mayenburg,46.591967,11.147827
5150,Via Positano - Positano Str.,46.494687,11.324855
5153,Bivio Via Resia - Abzw. Reschenstr.,46.494209,11.315402
5154,Bivio Via Resia - Abzw. Reschenstr.,46.494146,11.315458
5155,Ospedale - Krankenhaus,46.499575,11.309223
5156,Ospedale - Krankenhaus,46.499644,11.309133
5158,Padiglione W - Gebäude W,46.499031,11.314400
5159,Bivio Poligono - Abzw. Schießstand,46.501445,11.312574
516,- Burgwies,46.595685,11.147469
5160,Bivio Poligono - Abzw. Schießstand,46.501553,11.312974
5161,Via S. Maurizio - Moritzingerweg,46.502213,11.318286
5162,Via S. Maurizio - Moritzingerweg,46.502227,11.318151
5163,Via Vittorio Veneto Caserme - Vittorio V,46.503189,11.325323
5164,Via Vittorio Veneto Caserme - Vittorio V,46.503270,11.324802
5165,Via Eisenkeller - Eisenkellerweg,46.502683,11.330113
5166,Via Eisenkeller - Eisenkellerweg,46.502796,11.329812
5167,Piazza Gries - Grieser Platz,46.502997,11.334320
5168,Piazza Gries - Grieser Platz,46.502846,11.334611
5169,Via della Zecca - Münzbankweg,46.501910,11.337677
517,- Gasser,46.598670,11.144023
5170,Via della Zecca - Münzbankweg,46.501996,11.338444
5171,Palasport - Stadthalle,46.490581,11.316327
5172,Palasport - Stadthalle,46.491112,11.316114
5173,Via Glorenza - Glurnser Weg,46.488436,11.317694
5174,Via Glorenza - Glurnser-Weg,46.488509,11.317704
5175,Via Malles - Malserstr.,46.486750,11.318756
5176,Via Malles - Malserstr.,46.487046,11.318673
5177,Via Resia S. Pio X - Reschenstr. S. Pio,46.484298,11.320314
5178,Via Resia S. Pio X - Reschenstr. S. Pio,46.483881,11.320591
5179,Ponte Resia - Reschenbrücke,46.482371,11.322271
518,- Platteid,46.604106,11.148046
5180,Ponte Resia - Reschenbrücke,46.482536,11.322176
5181,Ex Magnesio,46.479389,11.329085
5182,Ex Magnesio,46.478778,11.328843
5183,Via Edison - Edison Str.,46.477064,11.327661
5184,Via Edison - Edison Str.,46.476278,11.327311
5185,Fiera - Messe,46.473584,11.325544
5186,Fiera - Messe,46.473558,11.325648
5187,Parcheggio FERCAM - FERCAM Parkplatz,46.469772,11.323170
5188,Parcheggio FERCAM - FERCAM Parkplatz,46.469689,11.323323
5189,Via Einstein - Einstein Str.,46.468522,11.326532
519,S. Giorgio - St. Georg,46.599423,11.156498
5190,Via Einstein - Einstein Str.,46.468618,11.327531
5191,Aeroporto - Flughafen,46.467276,11.330728
5192,Aeroporto - Flughafen,46.467302,11.331146
5193,Via Johann Kravogl - Johann Kravogl Str.,46.469338,11.329698
5194,Via Johann Kravogl - Johann Kravogl Str.,46.469369,11.329561
5195,Palaonda - Eiswelle,46.472856,11.331298
5196,Palaonda - Eiswelle,46.473062,11.331270
5197,Via Pietro Gobetti - Pietro Gobetti Str.,46.475277,11.332431
5198,Via Pietro Gobetti - Pietro Gobetti Str.,46.475609,11.332533
5199,Acciaierie - Stahlwerke,46.478916,11.334211
520,Via Palade - Gampenstr.,46.606844,11.151197
5201,Via Barletta - Barletta Str.,46.485186,11.320681
5202,Via Barletta - Barletta Str.,46.485211,11.320661
5203,Via Bari - Bari Str.,46.485630,11.322031
5204,Parco delle Semirurali - Semirurali Park,46.486527,11.324472
5205,S. Maria in Augia - Maria in der Au,46.487856,11.326872
5207,Via Montecassino - Montecassino Str.,46.489234,11.325443
5208,Via Udine - Udine Str.,46.490237,11.326684
5209,Via Milano - Mailandstr.,46.489904,11.329634
521,Parcheggio Gampen - Gampenparkplatz,46.614517,11.143043
5210,Via Aosta - Aosta Str.,46.489602,11.332478
5211,Piazza Matteotti - Matteotti Platz,46.490306,11.336882
5212,Via Torino - Turinstr.,46.491258,11.339567
5213,Via Firenze - Florenzerstr.,46.492140,11.340908
5214,Regina Pacis,46.491689,11.336577
5215,Via Palermo - Palermo Str.,46.491923,11.332485
5216,Scuola S. F. Neri - S. F. Neri Schule,46.488978,11.331484
5217,Via Cagliari - Cagliari Str.,46.488357,11.329562
5218,Via Alessandria - Alessandria Str.,46.488780,11.322882
522,Via Cermes - Tschermserweg,46.623130,11.145706
5220,Via Sassari alla Torre - Sassari Str. al,46.488325,11.319473
5221,Via Parma - Parma Str.,46.490132,11.320345
5223,Bivio S. Genesio - Abzw. Jenesien,46.509983,11.347758
5224,Bivio S. Genesio - Abzw. Jenesien,46.509967,11.347672
5225,Ponte S. Antonio - St. Anton Brücke,46.512504,11.350114
5226,Ponte S. Antonio - St. Anton Brücke,46.512394,11.349890
5229,Lama Bolzano,46.480593,11.325411
523,Via Cermes - Tschermserweg,46.623130,11.145706
5230,Lama Bolzano,46.480693,11.325245
5235,Ex Alumix,46.479204,11.333773
5236,Ex Alumix,46.479559,11.332233
5237,IVECO,46.480521,11.329918
5238,Via Siemens - Siemens Str.,46.483099,11.334601
5239,Via Siemens - Siemens Str.,46.482804,11.332636
524,Via Grassau - Grassauerstr.,46.635082,11.146395
5240,Via Lancia SEAB - Lancia Str. SEAB,46.484240,11.336669
5241,Ponte Roma - Rombrücke,46.490532,11.342139
5242,Via Lancia SEAB - Lancia Str. SEAB,46.484972,11.336943
525,Via Grassau - Grassauerstr.,46.635377,11.147452
5250,Via Castel Flavon - Kuepachweg,46.483543,11.349290
5253,Parcheggio Bolzano Centro - Parkhaus Boz,46.494544,11.355980
5254,Via Macello Loacker - Schlachthofstr. Lo,46.494937,11.357840
5255,Cineplexx,46.493792,11.360604
5256,Via Mayr Nusser - Mayr Nusser Str.,46.493246,11.363060
5257,Funivia del Colle - Kohlerer Seilbahn,46.491101,11.368404
5259,Ponte Campiglio - Kampillerbrücke,46.492389,11.368936
526,Carabinieri,46.637633,11.150526
5260,Mag. Generali - Allgemeines Lagerhaus,46.495391,11.368074
5261,via Macello ex Gorio - Schlachthofstr. e,46.496142,11.368237
5262,Via Canonico Michael Gamper - Kanonikus,46.497924,11.365327
5263,Via Canonico Michael Gamper - Kanonikus,46.497942,11.365804
5264,S. Maria in Augia - Maria in der Au,46.487774,11.326666
5265,Parco delle Semirurali - Semirurali Park,46.486484,11.324284
5266,Via Gaismair - Gaismair Str.,46.495379,11.335306
5267,Via Gaismair - Gaismair Str.,46.495248,11.334792
5268,Cimitero di Bronzolo - Friedhof Branzoll,46.413026,11.330502
5269,Via Ortles - Ortlerstr.,46.482916,11.318944
527,Carabinieri,46.637754,11.150532
5270,Via Ortles - Ortlerstr.,46.483066,11.319717
5272,Casanova - Kaiserau,46.481628,11.316054
5273,Casanova - Kaiserau,46.480970,11.315139
5274,Via Don Narciso Sordo - Don Narciso Sord,46.490552,11.314929
5275,- Firmian,46.489186,11.316016
528,Via Monte Leone - Lebenbergerstr.,46.646316,11.145490
529,Via Monte Leone - Lebenbergerstr.,46.646307,11.145428
530,- Meranarena,46.659468,11.154746
5301,Via Cavour - Cavour Str.,46.501587,11.359675
5302,Via Weggenstein - Weggenstein Str.,46.503622,11.356504
5303,Via S. Osvaldo - Oswaldweg,46.505599,11.354694
5304,Via Beato Arrigo - Selig Heinrich Str.,46.507472,11.354295
5305,Via S. Antonio - St. Anton Str.,46.513076,11.354087
5306,Castel Roncolo - Runkelstein,46.515904,11.358522
5307,Piazza Verdi - Verdi Platz,46.495408,11.353289
5309,Piazza Verdi - Verdi Platz,46.494994,11.354672
531,- Meranarena,46.659759,11.155068
5310,Ponte Druso - Drususbrücke,46.494800,11.347019
5311,Ponte Druso - Drususbrücke,46.494967,11.349529
5312,Caserma Carabinieri - Carabinieri Kasern,46.494721,11.344239
5313,Caserma Carabinieri - Carabinieri Kasern,46.494642,11.344131
5314,Via Vicenza - Vicenza Str.,46.494904,11.341398
5315,Via Vicenza - Vicenza Str.,46.494738,11.342108
5317,Funivia S. Genesio - Seilbahn Jenesien,46.514201,11.352571
5319,via Avogadro - Avogadro Str.,46.485296,11.340589
532,Casa di Riposo - Altersheim,46.661149,11.158283
5320,Galileo,46.486942,11.340853
5321,Polizia Municipale - Stadtpolizei,46.486129,11.336628
5322,TIS,46.482536,11.330263
5323,Vigili del Fuoco - Feuerwehr,46.494430,11.319516
5324,Vigili del Fuoco - Feuerwehr,46.494403,11.319772
5325,Via Duca d'Aosta - Duca D'Aosta Str.,46.500215,11.336658
5326,Via Piani di Mezzo - Bozner Boden Mitter,46.495421,11.369951
5327,Ponte Campiglio - Kampillerbrücke,46.493290,11.368545
5328,via Macello ex Gorio - Schlachthofstr. e,46.496734,11.367625
5330,Passeggiata dei Castani - Köstenweg,46.481413,11.347640
5331,Via Del Ronco - Neubruchweg,46.492209,11.325982
5332,Via Del Ronco - Neubruchweg,46.491784,11.325936
5333,Via Montecassino - Montecassino Str.,46.489504,11.325432
5334,Scuola Max Valier - Max Valier Schule,46.494327,11.328226
5335,Scuola Max Valier - Max Valier Schule,46.494080,11.328267
5336,Via Alessandria - Alessandria Str.,46.488698,11.322642
5337,Via Sassari alla Torre - Sassari Str. al,46.488370,11.319891
5338,TIS,46.481991,11.330722
5339,Via Michael Pacher - Michael Pacher Str.,46.506011,11.337084
534,Terme  - Thermen,46.668586,11.159123
5340,Bivio Via Volta - Abzw. Voltastr.,46.478885,11.339352
5341,Bivio Via Volta - Abzw. Voltastr.,46.478976,11.339387
5343,Lungodegenti Firmian - Langzeitkranke Fi,46.490401,11.305146
5344,Lungodegenti Firmian - Langzeitkranke Fi,46.490649,11.305529
5345,Via Duca d'Aosta - Duca D'Aosta Str.,46.500384,11.336663
535,Piazza Teatro - Theaterplatz,46.670689,11.159199
5351,Via Ospedale - Spitalgasse,46.497628,11.349731
5352,Stazione Bolzano - Bhf Bozen,46.496551,11.357890
5353,Stazione Ponte Adige - Bhf Sigmundskron,46.486026,11.296726
5354,Stazione Ponte Adige - Bhf Sigmundskron,46.485810,11.298125
5358,Stazione Merano - Bhf Meran,46.674218,11.148767
5359,Via degli Artigiani - Handwerkerstr.,46.494373,11.370301
536,Piazza Teatro - Theaterplatz,46.670870,11.158869
5360,- Kampill Center,46.493545,11.376162
5361,S. Vito - St. Veit,46.484510,11.403699
5362,- Stroblwiese,46.484027,11.405909
5363,- Stroblwiese,46.484085,11.405922
5364,Cardano zona Art. - Kardaun Handwerkerz.,46.491942,11.398501
5365,Cardano zona Art. - Kardaun Handwerkerz.,46.491942,11.398501
5366,- Mila Milkon,46.493611,11.381874
