"stop_id","stop_name","stop_lat","stop_lon","stop_code","stop_desc","zone_id","wheelchair_boarding"
1,"Stazione Merano - Bhf Meran",46.673009,11.149809,,,,
100,"Via Weingartner - Weingartnerstr.",46.679186,11.126796,,,,
1000,"Autostazione - Busbahnhof",46.496063,11.356276,,,,
101,"- Lackner",46.677469,11.146297,,,,
10849,"Stazione Terlano - Bhf Terlan",46.528391,11.249187,,,,
1090,"Ponte Palermo - Palermo Brücke",46.484054,11.332063,,,,
1091,"IVECO",46.479791,11.330207,,,,
1092,"Cimitero Nord - Friedhof Nord",46.475487,11.337398,,,,
1093,"Cimitero Nord - Friedhof Nord",46.475733,11.337584,,,,
1094,"Via Loris Musy - Loris Musy Str.",46.467854,11.334415,,,,
1095,"Via Loris Musy - Loris Musy Str.",46.467553,11.334394,,,,
1096,"Via Max Valier - Max Valier Str.",46.462837,11.333239,,,,
1097,"Via Max Valier - Max Valier Str.",46.462479,11.333468,,,,
1098,"Centro - Zentrum",46.460187,11.332872,,,,
1099,"Centro - Zentrum",46.460715,11.333176,,,,
1100,"Via Pascoli - Pascoli Str.",46.452524,11.33552,,,,
1101,"Via Pascoli - Pascoli Str.",46.452837,11.335506,,,,
1102,"Pineta - Steinmannwald",46.438137,11.344921,,,,
1103,"Pineta - Steinmannwald",46.437407,11.345468,,,,
1104,"- Camping",46.429562,11.344199,,,,
1105,"- Camping",46.429195,11.343079,,,,
1106,"Centro - Zentrum",46.427454,11.337605,,,,
1107,"Centro - Zentrum",46.426801,11.336933,,,,
1108,"Posta - Post",46.423447,11.333156,,,,
1109,"Posta - Post",46.423304,11.333105,,,,
1110,"Caserma - Kaserne",46.418021,11.33224,,,,
1111,"Caserma - Kaserne",46.418061,11.332351,,,,
1112,"via A. Meucci - A. Meucci Str.",46.413546,11.328401,,,,
1113,"via A. Meucci - A. Meucci Str.",46.413504,11.328293,,,,
1114,"via Nobel - Nobel Str.",46.415777,11.328505,,,,
1116,"- Raif",46.402987,11.321926,,,,
1117,"- Raif",46.403234,11.322637,,,,
1211,"Municipio - Rathaus",46.519706,11.233089,,,,
1212,"Municipio - Rathaus",46.52011,11.232742,,,,
1213,"Lido di Andriano - Andrian Schwimmbad",46.521757,11.229237,,,,
1214,"Lido di Andriano - Andrian Schwimmbad",46.522097,11.227572,,,,
1215,"Fontanefredde - Kaltenbrunn",46.535907,11.207953,,,,
1216,"Fontanefredde - Kaltenbrunn",46.535734,11.208155,,,,
1217,"- Huben",46.538989,11.206072,,,,
1218,"- Huben",46.538773,11.206253,,,,
1219,"Piazza Municipio - Rathausplatz",46.542859,11.202928,,,,
1220,"Piazza Municipio - Rathausplatz",46.542728,11.202966,,,,
1221,"Piazza Fontana - Brunnenplatz",46.540644,11.204279,,,,
1222,"Piazza Fontana - Brunnenplatz",46.540489,11.204357,,,,
1223,"Stazione Vilpiano Nalles - Bhf Vilipian",46.55404,11.22067,,,,
1236,"Cimitero di Cardano - Friedhof Kardaun",46.49273,11.394315,,,,
1237,"Cimitero di Cardano - Friedhof Kardaun",46.492751,11.394631,,,,
1238,"- Moar",46.489021,11.407272,,,,
1239,"- Moar",46.489076,11.407042,,,,
1340,"Via Torricelli - Torricelli Str.",46.480315,11.326981,,,,
1341,"Via Torricelli - Torricelli Str.",46.480353,11.327463,,,,
1342,"- Öbersthöfe",46.725961,11.174148,,,,
1343,"Bivio Gaveis - Abzw. Gfeis",46.720748,11.173007,,,,
1344,"Bivio Gaveis - Abzw. Gfeis",46.720607,11.173013,,,,
1347,"Castello di Cornedo - Schloss Karneid",46.489655,11.401487,,,,
1348,"- Camping",46.567972,11.221586,,,,
1349,"- Camping",46.567772,11.221763,,,,
1351,"Zona produttiva Giessen - Gewerbezone Gi",46.552898,11.213223,,,,
1352,"Zona produttiva Giessen - Gewerbezone Gi",46.552651,11.213498,,,,
1364,"Farmacia - Apotheke",46.494463,11.391706,,,,
1489,"Acquaviva - Ackpfeif",46.587662,11.160018,,,,
1833,"Municipio - Rathaus",46.584848,11.201701,,,,
1834,"- Andrian Center",46.520684,11.238308,,,,
1891,"Cervo - Hirschen",46.679004,11.123198,,,,
1892,"Cervo - Hirschen",46.679061,11.124752,,,,
1910,"Casa di Riposo- Altersheim",46.490452,11.324077,,,,
1964,"Via Siemens Ressel - Siemens Str. Ressel",46.4814,11.327177,,,,
1972,"Stazione Tel - Bhf Toell",46.673021,11.081845,,,,
2,"Via delle Corse - Rennweg",46.672072,11.159517,,,,
2006,"Via Steurer - Steurerweg",46.508259,11.281211,,,,
2007,"Via Steurer - Steurerweg",46.508236,11.280875,,,,
2008,"- Valzurg",46.483346,11.407762,,,,
2039,"Monte S. Benedetto Seggiovia - Segenbühe",46.676459,11.164494,,,,
2040,"Chiesa S. Ruperto - St. Ruprechtskirche",46.688531,11.160498,,,,
2049,"Astoria",46.66737,11.169339,,,,
2050,"Via Laurin Alta - Obere Laurin Str.",46.680973,11.147177,,,,
2075,"Via Thalguter - Thalguter Str.",46.680504,11.125255,,,,
2076,"Via Foscolo - Foscolo Str.",46.667254,11.154772,,,,
2165,"Zona sportiva - Sportzone",46.455726,11.335223,,,,
2166,"Zona sportiva - Sportzone",46.455805,11.33528,,,,
2229,"- Plankenstein",46.668754,11.164638,,,,
2268,"via Cairoli - Cairoli Str.",46.424997,11.340871,,,,
2319,"Via Nobel Capolinea - Nobel Str. Endhalt",46.418352,11.328601,,,,
2320,"Cantiere Provinciale - Landesbauhof",46.630679,11.173417,,,,
2321,"- Oberdorf",46.544709,11.201282,,,,
2322,"- Oberdorf",46.543329,11.202046,,,,
2325,"via Marconi - Marconi Str.",46.423438,11.330617,,,,
2397,"Stazione - Bahnhof",46.404978,11.316383,,,,
2400,"via Macello rotatoria - Schlachtofstr. K",46.494508,11.366437,,,,
2443,"Via Stazione - Bahnofstr.",46.578128,11.198098,,,,
2444,"Via Stazione - Bahnofstr.",46.578885,11.199032,,,,
2445,"Gargazzone Stazione - Gargazon Bhf",46.575049,11.198981,,,,
2446,"Gargazzone Municipio - Gargazon Rathaus",46.585909,11.201225,,,,
248,"Via delle Corse - Rennweg",46.671206,11.159384,,,,
249,"Ospedale - Krankenhaus",46.675869,11.152429,,,,
3,"Ospedale - Krankenhaus",46.675957,11.152228,,,,
306,"Terme  - Thermen",46.667739,11.158734,,,,
307,"Via S. Giorgio - St. Georgen Str.",46.67036,11.169383,,,,
308,"Via S. Giorgio - St. Georgen Str.",46.670448,11.169416,,,,
310,"- Eichenhof",46.686921,11.167995,,,,
311,"- Eichenhof",46.686943,11.167786,,,,
312,"- Finele",46.695431,11.168649,,,,
313,"- Finele",46.695732,11.16891,,,,
314,"- Kuenserhof",46.695497,11.174172,,,,
315,"- Kuenserhof",46.69551,11.173985,,,,
316,"Rifiano - Riffian",46.702461,11.180681,,,,
317,"Rifiano - Riffian",46.702387,11.180595,,,,
319,"Bivio Vernurio - Abzw. Vernuer",46.710831,11.187465,,,,
396,"Tennis",46.662806,11.159568,,,,
397,"Tennis",46.663672,11.159243,,,,
398,"Stazione Maia Bassa - Bhf Untermais",46.656875,11.148998,,,,
399,"Stazione Maia Bassa - Bhf Untermais",46.656687,11.148813,,,,
4,"- Lackner",46.677811,11.145369,,,,
400,"Ponte Marlengo - Marlinger Brücke",46.657563,11.144806,,,,
401,"Ponte Marlengo - Marlinger Brücke",46.657894,11.144965,,,,
402,"Zona produttiva Marlengo - Gewerbezone M",46.653599,11.146502,,,,
403,"Zona produttiva Marlengo - Gewerbezone M",46.652502,11.146864,,,,
404,"Municipio - Rathaus",46.632384,11.145034,,,,
405,"Municipio - Rathaus",46.631975,11.144973,,,,
406,"Autostazione - Busbahnhof",46.618688,11.141931,,,,
40953,"Stazione Ponte Adige - Bhf Sigmundskron",46.485883,11.298057,,,,
466,"Autostazione - Busbahnhof",46.618129,11.141687,,,,
467,"Municipio - Rathaus",46.616219,11.145545,,,,
468,"Chiesa S. Croce - Kreuzkirche",46.615383,11.150208,,,,
469,"Scuola Elementare - Knabenschule",46.614506,11.153149,,,,
470,"Piazza Tribus - Tribus Platz",46.612781,11.156244,,,,
471,"S. Anna - St. Anna",46.607745,11.159525,,,,
472,"Pomus - Pomus",46.606159,11.161617,,,,
473,"Bivio Via Dogana - Abzw. Zollstr.",46.608706,11.167882,,,,
474,"Lido Lana - Lana Schwimmbad",46.608746,11.175015,,,,
475,"Stazione Lana/Postal - Bhf Lana/Burgstal",46.608643,11.182642,,,,
476,"Ufficio Turistico - Tourismusbüro",46.608245,11.192719,,,,
477,"Funivia Verano - Seilbahn Vöran",46.60089,11.19897,,,,
478,"Paese - Dorf",46.586526,11.201515,,,,
479,"Vicolo del Bosco - Waldweg",46.581094,11.211426,,,,
481,"Vicolo del Bosco - Waldweg",46.581049,11.211636,,,,
482,"Paese - Dorf",46.58636,11.201781,,,,
483,"Funivia Verano - Seilbahn Vöran",46.599655,11.199226,,,,
485,"Ufficio Turistico - Tourismusbüro",46.608382,11.192784,,,,
486,"Lido Lana - Lana Schwimmbad",46.60879,11.174964,,,,
487,"Via Leonardo da Vinci - Leonardo da Vinc",46.610394,11.166686,,,,
488,"Tennis",46.612154,11.162253,,,,
489,"Piazza Tribus - Tribus Platz",46.61334,11.155858,,,,
492,"Via Schnatterpeck - Schnatterpeckstr.",46.605781,11.16092,,,,
493,"Bivio Via della Chiesa - Abzw. Kirchweg",46.601813,11.162321,,,,
494,"Parrocchia - Pfarrkirche",46.59994,11.163458,,,,
495,"Bivio Via Dogana - Abzw. Zollstr.",46.609074,11.16828,,,,
496,"Pomus - Pomus",46.606495,11.162261,,,,
497,"Bivio Via della Chiesa - Abzw. Kirchweg",46.602037,11.162252,,,,
498,"Via della Chiesa - Kirchweg",46.608241,11.155076,,,,
499,"Asilo S. Pietro - Kindergarten St. Peter",46.610232,11.152957,,,,
5,"Via Weingartner - Weingartnerstr.",46.679248,11.127178,,,,
500,"Scuola Elementare - Knabenschule",46.614341,11.15365,,,,
5000,"Campi Resia - Reschensportplätze",46.489891,11.318381,,,,
5001,"Via Gutenberg - Gutenberg Str.",46.49132,11.320663,,,,
5002,"Via Gutenberg - Gutenberg Str.",46.491533,11.320673,,,,
5003,"Passaggio Tobagi - Walter Weg",46.492382,11.322869,,,,
5004,"Passaggio Tobagi - Walter Weg",46.492497,11.322642,,,,
5005,"Scuola Schweitzer - Schweitzer Schule",46.492991,11.327148,,,,
5006,"Scuola Schweitzer - Schweitzer Schule",46.493086,11.326749,,,,
5007,"Scuola J. H. Pestalozzi - J. H. Pestaloz",46.492529,11.329252,,,,
5008,"Scuola J. H. Pestalozzi - J. H. Pestaloz",46.492568,11.32902,,,,
5009,"Piazza Casagrande - Casagrande Platz",46.492387,11.331953,,,,
501,"Chiesa S. Croce - Kreuzkirche",46.615875,11.149094,,,,
5010,"Via della Visitazione - Mariaheimweg",46.493141,11.332736,,,,
5011,"Via della Visitazione - Mariaheimweg",46.494055,11.332709,,,,
5012,"Via Roen Scuola Superiore - Roenstr. Obe",46.496257,11.333605,,,,
5013,"Via Roen Scuola Superiore - Roenstr. Obe",46.49616,11.333268,,,,
5014,"Via Roen Asilo - Roenstr. Kindergarten",46.49743,11.336082,,,,
5015,"Via Roen Asilo - Roenstr. Kindergarten",46.49756,11.336251,,,,
5017,"Tribunale - Gericht",46.497929,11.340001,,,,
5018,"Tribunale - Gericht",46.497137,11.340005,,,,
5019,"Via Cesare Battisti - Cesare Battisti St",46.500445,11.340842,,,,
502,"Municipio - Rathaus",46.616369,11.145455,,,,
5020,"Via Cesare Battisti - Cesare Battisti St",46.500523,11.340108,,,,
5021,"Piazza Vittoria - Siegesplatz",46.500199,11.344919,,,,
5022,"Piazza Vittoria - Siegesplatz",46.500296,11.344078,,,,
5023,"Via Rosmini - Rosmini Str.",46.499799,11.347854,,,,
5025,"Piazza Università - Universitätsplatz",46.498992,11.350824,,,,
5026,"Piazza Domenicani - Dominikanerplatz",46.497778,11.351924,,,,
5027,"Piazza Domenicani - Dominikanerplatz",46.497848,11.351669,,,,
5028,"Piazza Walther - Waltherplatz",46.497855,11.354448,,,,
5029,"Piazza Walther - Waltherplatz",46.497938,11.354198,,,,
503,"Scuola Media - Mittelschule",46.617969,11.146044,,,,
5032,"Via Cassa di Risparmio - Sparkassenstr.",46.499204,11.349168,,,,
5033,"Piazza Vittoria - Siegesplatz",46.500848,11.344978,,,,
5034,"Piazza Vittoria - Siegesplatz",46.500776,11.344853,,,,
5035,"Via Longon - Longon Str.",46.501376,11.342335,,,,
5036,"Via Longon - Longon Str.",46.501198,11.34255,,,,
5037,"Piazza Mazzini - Mazzini Platz",46.500958,11.339779,,,,
5038,"Piazza Mazzini - Mazzini Platz",46.501156,11.339996,,,,
5039,"Via di Novacella - Neustifterweg",46.493598,11.340729,,,,
504,"Scuola Media - Mittelschule",46.617823,11.146604,,,,
5040,"Via di Novacella - Neustifterweg",46.49447,11.340455,,,,
5041,"Via Firenze - Florenzerstr.",46.491744,11.341541,,,,
5042,"Via Firenze - Florenzerstr.",46.492331,11.341399,,,,
5043,"Via Roma Sottopasso - Romstr. Unterführu",46.486866,11.343499,,,,
5044,"Via Roma Sottopasso - Romstr. Unterführu",46.486922,11.343625,,,,
5045,"Piazzetta Bersaglio - Schießstandplatz",46.48357,11.343305,,,,
5046,"Piazzetta Bersaglio - Schießstandplatz",46.484463,11.344069,,,,
5047,"Piazza Oltrisarco - Oberauer Platz",46.481741,11.341318,,,,
5048,"Piazza Oltrisarco - Oberauer Platz",46.481684,11.341359,,,,
5049,"Bivio Via Volta - Abzw. Voltastr.",46.47885,11.339493,,,,
505,"Chiesa S. Croce - Kreuzkirche",46.615856,11.149837,,,,
5050,"Bivio Via Volta - Abzw. Voltastr.",46.4785,11.339309,,,,
5051,"Cimitero Sud - Friedhof Süd",46.472752,11.337274,,,,
5052,"Cimitero Sud - Friedhof Süd",46.472332,11.337391,,,,
5053,"Maso della Pieve - Pfarrhof",46.469936,11.335694,,,,
5054,"Maso della Pieve - Pfarrhof",46.469597,11.335486,,,,
5055,"Scuole - Schulen",46.458701,11.333769,,,,
5056,"Scuole - Schulen",46.458853,11.333624,,,,
5057,"Bar Posta",46.448814,11.336568,,,,
5058,"Bar Posta",46.449256,11.336502,,,,
5059,"Via Vurza - Wurzerstr.",46.445522,11.33753,,,,
506,"Parcheggio Gampen - Gampenparkplatz",46.614482,11.143,,,,
5060,"Via Vurza - Wurzerstr.",46.446463,11.337285,,,,
5061,"Zona produttiva Vurza - Handwerkerzone W",46.443279,11.34057,,,,
5062,"Bivio Z.I. - Abzw. Industriezone",46.411621,11.329432,,,,
5063,"Cimitero di Bronzolo - Friedhof Branzoll",46.40997,11.328622,,,,
5064,"Via Aquila Nera - Schwarz Adler Str.",46.405963,11.320617,,,,
5065,"Paese - Dorf",46.403175,11.318742,,,,
5066,"Rione Göller - Göller Siedlung",46.400818,11.317788,,,,
5067,"Stazione Laives - Bhf Leifers",46.434834,11.32451,,,,
5068,"Lido - Schwimmbad",46.431345,11.329082,,,,
5069,"Lido - Schwimmbad",46.431597,11.328925,,,,
507,"Via Palade - Gampenstr.",46.606831,11.151131,,,,
5070,"via Goethe - Goethe Str.",46.427177,11.334102,,,,
5071,"Parco Marconi - Spielpark Marconi",46.424466,11.331537,,,,
5073,"Via Nazario Sauro - Nazario Sauro Str.",46.421567,11.333379,,,,
5074,"Via Nazario Sauro - Nazario Sauro Str.",46.421644,11.333792,,,,
5075,"Scuole - Schulen",46.422147,11.337247,,,,
5076,"Scuole - Schulen",46.422369,11.338176,,,,
5079,"via Pietralba - Weissensteiner Str.",46.426624,11.338236,,,,
508,"S. Giorgio - St. Georg",46.599506,11.156469,,,,
5081,"Via Galizia - Galizienstr.",46.428686,11.340073,,,,
5082,"Cimitero - Friedhof",46.430257,11.340668,,,,
5083,"Via Andreas Hofer - Andreas Hofer Str.",46.429557,11.338147,,,,
5084,"Mag. Via Hofer - Lagerhaus Hoferstr.",46.428701,11.334956,,,,
5085,"Filanda",46.424177,11.342431,,,,
509,"- Platteid",46.604172,11.148197,,,,
5090,"Via Brennero - Brennerstr.",46.494999,11.391785,,,,
5091,"Via Brennero - Brennerstr.",46.495113,11.391646,,,,
5092,"Costa di Sotto - Unterleitach",46.496101,11.383987,,,,
5093,"Costa di Sotto - Unterleitach",46.496009,11.384216,,,,
5094,"Bivio Renon - Abzw. Ritten",46.497222,11.379426,,,,
5095,"Bivio Renon - Abzw. Ritten",46.497148,11.379624,,,,
5096,"Rencio Museo della scuola - Rentsch Schu",46.498647,11.375777,,,,
5097,"Rencio Museo della scuola - Rentsch Schu",46.498304,11.376441,,,,
5098,"Salita Rencio - Steig Rentsch",46.499088,11.370095,,,,
5099,"Salita Rencio - Steig Rentsch",46.499041,11.37018,,,,
510,"- Gasser",46.598327,11.143523,,,,
5100,"Via Brennero - Brennerstr.",46.501175,11.364531,,,,
5101,"Via Brennero - Brennerstr.",46.501013,11.365552,,,,
5102,"Funivia del Renon - Rittner Seilbahn",46.499758,11.36362,,,,
5103,"Funivia del Renon - Rittner Seilbahn",46.499475,11.363154,,,,
5104,"Stazione Bolzano - Bhf Bozen",46.49713,11.358874,,,,
5106,"Stazione Bolzano - Bhf Bozen",46.497066,11.357088,,,,
5107,"Stazione Bolzano - Bhf Bozen",46.496982,11.357308,,,,
5108,"Piazza Vittoria - Siegesplatz",46.50131,11.345137,,,,
5109,"Piazza Vittoria - Siegesplatz",46.501222,11.345194,,,,
511,"- Mayenburg",46.592212,11.147755,,,,
5110,"Via Guncina - Guntschnastr.",46.504628,11.346553,,,,
5111,"Via Guncina - Guntschnastr.",46.504652,11.346506,,,,
5112,"Via Max Valier - Max Valier Str.",46.507046,11.34722,,,,
5113,"Via Max Valier - Max Valier Str.",46.507333,11.347139,,,,
5114,"Bivio Via Fago - Abzw. Fagenstr.",46.508712,11.347094,,,,
5115,"Via Fago Scuole - Fagenstr. Schulen",46.508566,11.345182,,,,
5116,"Villa Serena",46.507617,11.341173,,,,
5117,"Via Defregger - Defregger Str.",46.506758,11.338905,,,,
5118,"Viale Principe Eugenio - Prinz Eugen All",46.50459,11.340744,,,,
5119,"Via Diaz - Diaz Str.",46.502942,11.342905,,,,
512,"Casa della Cultura - Vereinshaus",46.589386,11.147073,,,,
5120,"Piazza Dogana - Zollstange",46.50021,11.360798,,,,
5122,"Via De Lai - De Lai Str.",46.499357,11.359505,,,,
5124,"Via Perathoner - Perathoner Str.",46.497037,11.355883,,,,
5125,"Via Perathoner - Perathoner Str.",46.496976,11.356047,,,,
5126,"Pie' di Virgolo - Untervirgl",46.492976,11.352427,,,,
5127,"Pie' di Virgolo - Untervirgl",46.492481,11.351463,,,,
5128,"Via Trento - Trienterstr.",46.490039,11.347144,,,,
5129,"Via Trento - Trienterstr.",46.489947,11.347097,,,,
513,"Chiesa - Kirche",46.590525,11.145444,,,,
5130,"Piazza Nikoletti - Nikoletti Platz",46.48587,11.345147,,,,
5131,"Piazza Nikoletti - Nikoletti Platz",46.485928,11.345094,,,,
5132,"Via del Parco - Parkstr.",46.487563,11.346084,,,,
5133,"Via del Parco - Parkstr.",46.487267,11.345794,,,,
5134,"Via S. Geltrude - St. Gertraud Weg",46.487356,11.347722,,,,
5135,"Via S. Geltrude - St. Gertraud Weg",46.487526,11.347546,,,,
5136,"Via S. Vigilio - St. Vigilstr.",46.486252,11.348535,,,,
5137,"Scuola Gianni Rodari - Gianni Rodari Sch",46.483901,11.347241,,,,
5138,"Via C. Weinegg bassa - Untere Weinegg St",46.482254,11.347303,,,,
5139,"Bivio Castel Flavon - Abzw. Haselburg",46.482182,11.349353,,,,
514,"Casa della Cultura - Vereinshaus",46.589383,11.147117,,,,
5140,"Via C. Weinegg alta - Obere Weinegg Str.",46.481368,11.346239,,,,
5141,"Via C. Weinegg rotatoria - Weinegg Str.",46.480502,11.343717,,,,
5142,"Scuola Enrico Fermi - Enrico Fermi Schul",46.486449,11.34965,,,,
5143,"Piazza Adriano - Hadrianplatz",46.495196,11.338439,,,,
5144,"Piazza Adriano - Hadrianplatz",46.495063,11.338687,,,,
5145,"Via Amalfi - Amalfi Str.",46.495118,11.331493,,,,
5146,"Via Amalfi - Amalfi Str.",46.495066,11.33158,,,,
5147,"Via Sorrento - Sorrento Str.",46.494998,11.329259,,,,
5148,"Via Sorrento - Sorrento Str.",46.494854,11.327722,,,,
5149,"Via Positano - Positano Str.",46.49472,11.324239,,,,
515,"- Mayenburg",46.591967,11.147827,,,,
5150,"Via Positano - Positano Str.",46.494687,11.324855,,,,
5153,"Bivio Via Resia - Abzw. Reschenstr.",46.494209,11.315402,,,,
5154,"Bivio Via Resia - Abzw. Reschenstr.",46.494146,11.315458,,,,
5155,"Ospedale - Krankenhaus",46.499575,11.309223,,,,
5156,"Ospedale - Krankenhaus",46.499644,11.309133,,,,
5158,"Padiglione W - Gebäude W",46.499031,11.3144,,,,
5159,"Bivio Poligono - Abzw. Schießstand",46.501445,11.312574,,,,
516,"- Burgwies",46.595685,11.147469,,,,
5160,"Bivio Poligono - Abzw. Schießstand",46.501553,11.312974,,,,
5161,"Via S. Maurizio - Moritzingerweg",46.502213,11.318286,,,,
5162,"Via S. Maurizio - Moritzingerweg",46.502227,11.318151,,,,
5163,"Via Vittorio Veneto Caserme - Vittorio V",46.503189,11.325323,,,,
5164,"Via Vittorio Veneto Caserme - Vittorio V",46.50327,11.324802,,,,
5165,"Via Eisenkeller - Eisenkellerweg",46.502683,11.330113,,,,
5166,"Via Eisenkeller - Eisenkellerweg",46.502796,11.329812,,,,
5167,"Piazza Gries - Grieser Platz",46.502997,11.33432,,,,
5168,"Piazza Gries - Grieser Platz",46.502846,11.334611,,,,
5169,"Via della Zecca - Münzbankweg",46.50191,11.337677,,,,
517,"- Gasser",46.59867,11.144023,,,,
5170,"Via della Zecca - Münzbankweg",46.501996,11.338444,,,,
5171,"Palasport - Stadthalle",46.490581,11.316327,,,,
5172,"Palasport - Stadthalle",46.491112,11.316114,,,,
5173,"Via Glorenza - Glurnser Weg",46.488436,11.317694,,,,
5174,"Via Glorenza - Glurnser-Weg",46.488509,11.317704,,,,
5175,"Via Malles - Malserstr.",46.48675,11.318756,,,,
5176,"Via Malles - Malserstr.",46.487046,11.318673,,,,
5177,"Via Resia S. Pio X - Reschenstr. S. Pio",46.484298,11.320314,,,,
5178,"Via Resia S. Pio X - Reschenstr. S. Pio",46.483881,11.320591,,,,
5179,"Ponte Resia - Reschenbrücke",46.482371,11.322271,,,,
518,"- Platteid",46.604106,11.148046,,,,
5180,"Ponte Resia - Reschenbrücke",46.482536,11.322176,,,,
5181,"Ex Magnesio",46.479389,11.329085,,,,
5182,"Ex Magnesio",46.478778,11.328843,,,,
5183,"Via Edison - Edison Str.",46.477064,11.327661,,,,
5184,"Via Edison - Edison Str.",46.476278,11.327311,,,,
5185,"Fiera - Messe",46.473584,11.325544,,,,
5186,"Fiera - Messe",46.473558,11.325648,,,,
5187,"Parcheggio FERCAM - FERCAM Parkplatz",46.469772,11.32317,,,,
5188,"Parcheggio FERCAM - FERCAM Parkplatz",46.469689,11.323323,,,,
5189,"Via Einstein - Einstein Str.",46.468522,11.326532,,,,
519,"S. Giorgio - St. Georg",46.599423,11.156498,,,,
5190,"Via Einstein - Einstein Str.",46.468618,11.327531,,,,
5191,"Aeroporto - Flughafen",46.467276,11.330728,,,,
5192,"Aeroporto - Flughafen",46.467302,11.331146,,,,
5193,"Via Johann Kravogl - Johann Kravogl Str.",46.469338,11.329698,,,,
5194,"Via Johann Kravogl - Johann Kravogl Str.",46.469369,11.329561,,,,
5195,"Palaonda - Eiswelle",46.472856,11.331298,,,,
5196,"Palaonda - Eiswelle",46.473062,11.33127,,,,
5197,"Via Pietro Gobetti - Pietro Gobetti Str.",46.475277,11.332431,,,,
5198,"Via Pietro Gobetti - Pietro Gobetti Str.",46.475609,11.332533,,,,
5199,"Acciaierie - Stahlwerke",46.478916,11.334211,,,,
520,"Via Palade - Gampenstr.",46.606844,11.151197,,,,
5201,"Via Barletta - Barletta Str.",46.485186,11.320681,,,,
5202,"Via Barletta - Barletta Str.",46.485211,11.320661,,,,
5203,"Via Bari - Bari Str.",46.48563,11.322031,,,,
5204,"Parco delle Semirurali - Semirurali Park",46.486527,11.324472,,,,
5205,"S. Maria in Augia - Maria in der Au",46.487856,11.326872,,,,
5207,"Via Montecassino - Montecassino Str.",46.489234,11.325443,,,,
5208,"Via Udine - Udine Str.",46.490237,11.326684,,,,
5209,"Via Milano - Mailandstr.",46.489904,11.329634,,,,
521,"Parcheggio Gampen - Gampenparkplatz",46.614517,11.143043,,,,
5210,"Via Aosta - Aosta Str.",46.489602,11.332478,,,,
5211,"Piazza Matteotti - Matteotti Platz",46.490306,11.336882,,,,
5212,"Via Torino - Turinstr.",46.491258,11.339567,,,,
5213,"Via Firenze - Florenzerstr.",46.49214,11.340908,,,,
5214,"Regina Pacis",46.491689,11.336577,,,,
5215,"Via Palermo - Palermo Str.",46.491923,11.332485,,,,
5216,"Scuola S. F. Neri - S. F. Neri Schule",46.488978,11.331484,,,,
5217,"Via Cagliari - Cagliari Str.",46.488357,11.329562,,,,
5218,"Via Alessandria - Alessandria Str.",46.48878,11.322882,,,,
522,"Via Cermes - Tschermserweg",46.62313,11.145706,,,,
5220,"Via Sassari alla Torre - Sassari Str. al",46.488325,11.319473,,,,
5221,"Via Parma - Parma Str.",46.490132,11.320345,,,,
5223,"Bivio S. Genesio - Abzw. Jenesien",46.509983,11.347758,,,,
5224,"Bivio S. Genesio - Abzw. Jenesien",46.509967,11.347672,,,,
5225,"Ponte S. Antonio - St. Anton Brücke",46.512504,11.350114,,,,
5226,"Ponte S. Antonio - St. Anton Brücke",46.512394,11.34989,,,,
5229,"Lama Bolzano",46.480593,11.325411,,,,
523,"Via Cermes - Tschermserweg",46.62313,11.145706,,,,
5230,"Lama Bolzano",46.480693,11.325245,,,,
5235,"Ex Alumix",46.479204,11.333773,,,,
5236,"Ex Alumix",46.479559,11.332233,,,,
5237,"IVECO",46.480521,11.329918,,,,
5238,"Via Siemens - Siemens Str.",46.483099,11.334601,,,,
5239,"Via Siemens - Siemens Str.",46.482804,11.332636,,,,
524,"Via Grassau - Grassauerstr.",46.635082,11.146395,,,,
5240,"Via Lancia SEAB - Lancia Str. SEAB",46.48424,11.336669,,,,
5241,"Ponte Roma - Rombrücke",46.490532,11.342139,,,,
5242,"Via Lancia SEAB - Lancia Str. SEAB",46.484972,11.336943,,,,
525,"Via Grassau - Grassauerstr.",46.635377,11.147452,,,,
5250,"Via Castel Flavon - Kuepachweg",46.483543,11.34929,,,,
5253,"Parcheggio Bolzano Centro - Parkhaus Boz",46.494544,11.35598,,,,
5254,"Via Macello Loacker - Schlachthofstr. Lo",46.494937,11.35784,,,,
5255,"Cineplexx",46.493792,11.360604,,,,
5256,"Via Mayr Nusser - Mayr Nusser Str.",46.493246,11.36306,,,,
5257,"Funivia del Colle - Kohlerer Seilbahn",46.491101,11.368404,,,,
5259,"Ponte Campiglio - Kampillerbrücke",46.492389,11.368936,,,,
526,"Carabinieri",46.637633,11.150526,,,,
5260,"Mag. Generali - Allgemeines Lagerhaus",46.495391,11.368074,,,,
5261,"via Macello ex Gorio - Schlachthofstr. e",46.496142,11.368237,,,,
5262,"Via Canonico Michael Gamper - Kanonikus",46.497924,11.365327,,,,
5263,"Via Canonico Michael Gamper - Kanonikus",46.497942,11.365804,,,,
5264,"S. Maria in Augia - Maria in der Au",46.487774,11.326666,,,,
5265,"Parco delle Semirurali - Semirurali Park",46.486484,11.324284,,,,
5266,"Via Gaismair - Gaismair Str.",46.495379,11.335306,,,,
5267,"Via Gaismair - Gaismair Str.",46.495248,11.334792,,,,
